wte|31|0.20098080 0.24217909 -0.05110326 -0.09594025 0.37227738 0.95989341 0.06007703 0.03857609 0.20129315 0.34201694 -0.50588801 -0.25624190 0.26798071 0.10124499 -0.12209630 0.24732469 0.21062855 -0.16101008 -0.61254517 -0.43097843 0.05418524 -0.04094252 1.22474002 -0.14963986 0.40267720 0.17051073 1.09164762 -0.05715498 -0.80957520 0.64771236 -0.34782606 -0.20770226
wte|32|0.68957095 0.34289795 0.00057796 -0.26539020 0.42378555 0.50785811 -0.36231813 0.25638842 0.67799939 0.09588706 -0.37183379 -0.69804539 -0.03951100 0.39184543 -0.66279020 -0.14080549 -0.12949341 -0.35967504 -0.37959797 -0.26928227 0.05542250 -0.52837246 1.12919575 0.05050893 0.80690828 0.48321047 0.48957800 -0.15173566 -0.33681752 0.50510781 -0.45927685 -0.22061694
wte|33|0.19310001 -0.25411857 0.17629485 -0.09042479 0.84896860 -0.02721301 -0.33877034 0.53106286 0.30720046 -0.18391157 -0.58453671 -0.48128436 -0.36816543 0.00908955 -1.40547264 -0.18525091 -0.08470615 -0.05661988 -0.46688556 -0.63080390 0.10045646 -0.52252018 0.25743240 -0.06601587 0.81391649 0.26434400 -0.12970390 -0.15908544 0.19281238 -0.01741567 -0.89067485 -0.05422504
wte|34|-0.19364435 -0.23370538 0.14589623 -0.41114793 0.16700838 -0.25505163 0.40213357 0.71709079 0.57929820 -0.22237430 -0.60789253 0.18071529 -0.08749872 -0.09135986 -0.60528961 0.00147855 0.41006923 0.06134955 -0.19923314 -1.78564602 0.67980022 -0.53655592 -0.13820051 -0.02059591 0.35667208 0.54860076 0.38580693 -0.10325561 0.28120403 0.17493486 -0.60104831 0.13720731
wte|35|1.97949825 -0.80445133 -0.16195470 -0.05580291 -0.28753385 -0.05416202 0.15252533 -0.55694614 -0.32557774 0.23442258 -0.96777621 -0.48007632 -0.43636380 -0.51446989 0.11302356 -1.06665805 -0.55209072 0.12861506 -0.19227331 -0.11620805 0.32856937 -0.02169882 -0.35209837 -0.06591581 -0.33665207 0.07629462 0.27026726 -0.93232869 -0.00197196 0.02373611 0.01631149 0.61716632
wte|36|-0.36469601 0.88064195 0.63260203 -0.20030582 -0.13593191 0.78725852 0.62633434 -0.04070294 0.19585668 -0.35482030 0.47537353 -0.14620431 -1.08078497 -0.65020153 0.51965514 -0.27314416 0.50931434 -0.13701001 -0.42708396 0.92644274 -0.07932185 0.24198971 0.36315515 -0.08856910 0.43992605 -0.26477533 -1.04246688 0.04360924 -0.23806296 0.14289854 0.15293169 -0.65431428
wte|37|-0.01775093 0.23141909 -0.22875988 -0.60236281 0.68250520 0.06305605 -0.33184547 -0.51561707 0.37887934 0.35859817 -0.23293284 1.16358420 0.42494530 -0.67347342 -0.67850751 -0.64736692 -0.02302778 -0.06615839 -0.43452054 0.36663616 0.14433430 -0.33470161 -0.12474799 0.55571608 -0.30892609 0.64461066 0.25342849 0.95070926 -0.46210576 -0.21645474 -0.04452065 -0.24143026
wte|38|-0.56287488 0.17839583 -0.07213070 -0.32233992 0.58668429 -0.35828332 -0.80251299 0.07206681 -0.18214883 -1.14954904 0.09078063 -0.01596768 -0.94042743 -0.14111494 0.49146202 0.23128875 0.37169162 -0.65074992 0.00822198 -0.43781770 0.54931196 0.07088890 0.49191801 0.43884590 0.44439798 -0.26230643 -0.41462780 0.17896547 0.42712428 -0.25172676 0.95066311 0.32703615
wte|39|0.00929136 -0.02200966 0.03291998 -0.12137979 -0.01001302 -0.07673686 -0.14950751 -0.21300154 0.16464610 -0.18351498 0.12547382 0.15511591 -0.10529906 -0.03124007 0.30881919 0.04742826 0.02476008 -0.01526332 0.10311447 -0.11128685 0.11616530 0.08645657 0.12846315 0.13098919 -0.07139429 -0.00824580 -0.23538930 0.08217637 0.07383328 0.07665384 0.24551008 0.02965049
wte|40|0.68376765 -0.42283576 0.05378233 0.18751954 0.11262279 -0.00643057 0.59417821 -0.71499077 -0.63896625 0.48888790 0.59935068 -0.00065123 -0.72655101 0.08778615 0.27924555 -0.14625987 -1.42271742 -0.28122130 0.51031206 0.37867895 -0.19057071 -0.54760394 0.33539697 -0.71247875 0.16498753 0.28098169 0.19723875 -0.04830084 0.41313853 -0.54975421 0.24574653 0.72208624
wte|41|0.78094469 -0.53189421 -0.33613168 -0.08878928 1.02878372 -0.00813302 0.26203096 0.74561410 0.21107834 0.08214408 0.48818327 0.57740904 0.11254133 -0.87290759 -0.74877165 -0.07063580 0.53608365 0.03636619 0.56778309 -0.22166804 0.26032873 -0.14302658 0.30173207 -0.24969477 -0.08095436 -0.17283429 0.60279072 -0.17591442 -0.40353505 -0.80902732 1.10553118 -0.10999903
wte|42|-1.09091480 -0.90087386 0.11175321 0.00773618 -1.31909767 1.42992112 -0.19640381 0.64161599 0.46783090 0.12931008 -0.06539214 0.32936311 0.87871467 -0.04904841 0.16209591 0.39344576 -0.05913601 -0.06065901 0.41196105 -0.84443795 -0.59148689 -1.03002158 -0.13349967 -0.75638489 -0.34947939 0.65429605 0.81180593 -0.13554057 -0.77759750 1.04729590 0.15326702 -0.34813317
wte|43|-0.53465315 0.56284339 0.85575024 0.67513150 -0.47424053 0.36145973 -0.40544734 0.49049317 -0.17339417 -0.29028520 0.37960973 -0.16872545 0.33733442 0.31492183 0.52425670 0.12692891 0.51363425 -0.24602698 -0.04768335 -0.39742959 0.10792992 -0.66500823 -0.02197871 0.00180055 -0.38979047 0.50757893 -0.32336466 -0.66362395 -0.08267204 0.48351706 -0.21307225 -0.53917034
wte|44|-0.69160963 0.04008446 0.72098126 0.56412545 -0.62883981 0.13198772 -0.09699578 0.58714603 -0.41454059 -0.32814183 0.65495709 -0.17319052 -0.14284770 0.48874354 -0.21786050 -0.42095715 -0.01400360 -0.48897824 -0.01493188 -0.58099369 0.36630241 -0.41872576 0.39800849 0.16166866 -0.06988488 0.74466453 -0.19624756 -0.28211199 -0.13913431 0.28526344 -0.97963254 -0.04036466
wte|45|-0.67148850 0.75361058 0.34123927 0.46440138 -0.66933293 -0.11257077 -0.00597732 0.01105724 -0.36713243 -0.44919967 0.43707899 -0.38539465 -0.47640388 0.30961446 -0.08179406 0.15939408 0.18678606 -0.12818804 -0.19886531 -0.22437974 0.31938775 -0.04121646 1.01674379 -0.30982559 0.15541716 0.76921636 0.27171490 -0.79296005 -0.31633769 0.64823436 -0.56890434 0.03826123
wte|46|-0.45562377 0.07170926 -0.20621649 0.95743457 -0.58570408 -0.27887241 -0.69942158 0.24050989 -0.45032018 -0.39656951 0.03425237 -0.22353888 -0.25009082 0.35132727 -0.01626089 0.51645337 -0.13787679 -0.38740452 0.23719458 -0.30034723 -0.11941923 -0.43843442 0.80842329 -0.73984757 0.47061748 0.60655033 -0.11605899 -0.97313344 -0.45293204 0.51506288 -0.11278285 -0.11647857
wte|47|-0.07516729 -0.11261724 -0.15552021 0.99218543 -0.64993624 -0.24786309 -1.05021964 0.07912388 -1.03826671 -0.11635509 -0.10516563 -0.26683066 -0.08420333 0.40530966 -0.32069713 0.16681767 -0.26427564 -0.47545195 0.54169487 -0.26047811 0.43597932 -0.50504207 0.45801972 -0.46148701 -0.00176884 0.54522330 0.27242076 -0.40903099 -0.10021490 0.18318436 0.00767741 -0.29612344
wte|48|-0.43483133 0.44916427 0.78729197 0.66306136 -0.22333045 0.20085942 -0.74611889 0.30534671 -0.94985045 -0.37185545 0.50586478 -0.63087230 -0.16857361 0.25340162 0.09411212 0.11628030 -0.00274195 -0.60531759 -0.08223499 -0.07821008 0.47585329 -0.62029938 0.66387735 -0.55338634 0.02261843 0.80823521 -0.40472963 0.15962653 -0.21662011 0.61663412 -0.43447138 -0.31016899
wte|49|-0.06550963 -0.18909998 0.65835816 0.92070670 -0.23257763 0.25803895 -0.42440430 0.19073695 -0.31485751 -0.39859323 0.40266692 -0.12219589 -0.39590515 0.14233337 0.02524068 0.03948891 -0.17683795 -0.33996144 0.06227635 0.19184567 0.04822525 -0.03508317 1.14213493 -0.24550317 0.02940107 0.51471355 0.07157979 -0.40896447 0.19148613 0.25513713 -0.42935305 -0.57116492
wte|50|-0.33808916 0.10042654 0.46004355 0.98362462 -0.41327141 0.42039955 -0.76110365 -0.06524959 -0.59076880 -0.53605893 0.45988408 -0.36069813 -0.02250180 0.45435262 0.02229639 0.18675000 -0.21649036 -0.42400639 -0.14084362 0.11117934 -0.07532924 0.19244628 0.87013106 -0.51988002 0.00721105 0.45170241 0.04410428 -0.30487533 -0.25313119 0.77776969 -0.05442498 -0.30739275
wte|51|-0.84077660 0.18295778 0.05991838 0.96817275 -0.15822560 0.15937884 -0.80548632 -0.18828431 -0.79528479 -0.62078997 0.31843981 -0.45262546 0.11529498 0.25404625 0.23002294 0.32218823 -0.01179338 -0.50712921 -0.21230872 0.07043857 0.22564103 0.25588932 0.17139268 -0.47976676 -0.28979973 0.22458636 0.36262106 -0.23089492 -0.30727382 0.79068188 -0.06957340 -0.22012147
wte|52|-1.45699740 0.08372026 0.01179440 0.23576591 -0.36930567 0.04754134 -0.41705381 0.52887543 -0.65618797 -0.48870191 0.63028478 -0.77418543 -0.33336770 0.29252492 -0.19266707 0.29437069 0.09468355 -0.26776652 -0.26669344 0.20230040 -0.00047725 0.34500460 0.07626102 -0.74051276 -0.56087329 0.50488688 0.11732155 -0.70394473 0.29606811 0.37037198 -0.23824269 -0.38935206
wte|53|-0.12077121 0.28763738 0.02220271 0.64113350 0.02548437 0.21577899 -0.07258670 -0.30607965 0.35465894 0.68137509 0.39698852 -0.37197674 -0.46908233 0.61469561 -0.22873874 0.87707397 -0.02916001 -0.18844851 -0.28884141 0.63401524 0.60211735 0.15262385 -0.60518964 -0.72869484 0.03926467 -0.66941552 0.10372443 0.30607331 0.33227962 -0.64970899 0.19267391 -1.01488219
wte|54|-0.63548827 0.65478792 -0.10051439 -0.28398736 -0.66979115 -0.93887400 0.45952531 0.66301095 -0.02268875 0.51603387 0.13408719 -0.27447497 0.39282389 0.33528328 -0.29649313 0.04390866 0.21324931 0.21257353 -0.37944276 -0.47090759 1.09922169 0.05078279 -0.52735234 0.85395785 -0.52173728 0.25859608 -0.17172066 -0.75008996 0.26637189 -0.43600769 -0.36138499 -0.18055445
wte|55|-0.48860127 0.10249054 0.02678298 0.23512602 -0.06491980 -0.14034784 0.36456233 -0.20414374 0.41486859 0.52801791 0.73425228 0.04591953 -0.23917871 0.84224869 -0.23974028 -0.14191674 -0.33299103 0.36241346 -0.57613516 -0.33902988 0.96292785 0.70817290 0.39705015 0.18319935 -0.11232280 0.31356802 -0.21533365 -0.69533805 0.18152729 -0.38999743 -0.82465506 -0.07465162
wte|56|-0.68454916 0.17856673 -0.44489360 -0.15914853 -0.28525808 -0.20733901 0.51130788 0.18680303 0.59025069 0.04970991 0.16156846 0.03412649 -0.62062540 0.48428964 -0.82357884 -0.04175852 -0.24656732 0.01294537 -1.00656627 -0.09994809 0.13409814 0.54076733 -0.11071825 0.54554936 0.33653003 -0.11386621 0.12428367 -0.90833410 -0.37426386 0.17291928 -0.48141607 -0.10011594
wte|57|-0.20503001 0.26157687 -0.73652041 0.04170896 -0.14194337 -1.02311766 0.06498269 0.19116060 0.85831708 -0.02213449 0.41939673 -0.68469538 -0.25381281 0.94415286 -0.72742276 0.23775607 -0.39480860 -0.47923494 -0.51550991 0.34597402 0.11616727 -0.19809273 0.21361442 0.84018646 0.56131153 0.51140092 -0.33238554 -0.68709934 0.13530332 0.12718010 -0.60254442 -0.31789558
wte|58|-0.08052001 0.28672589 -0.82021221 -0.31138123 -0.75206733 -0.58658868 -0.07804695 0.30750802 -0.36690474 0.86448521 0.13161563 -0.29036698 0.06946684 0.81195603 -0.21363656 0.35907198 -0.52715093 -0.36724452 -0.26796611 0.24994193 0.26353476 -0.49801874 0.05147275 0.36598166 0.16376899 0.11084813 -0.08927371 -0.41168027 -0.35838282 0.04677095 -0.11670898 -0.91996063
wte|59|-0.14670357 0.33693928 -0.70496872 0.21845661 -0.04243907 -0.64637954 -0.11927853 -0.17019708 -0.70843310 0.63998882 0.28828304 -0.48791318 -0.10306902 0.50464752 -0.53601687 -0.02806474 -0.06998871 -0.12615700 0.23402379 0.14469451 0.84314539 -0.24531011 -0.74943687 -0.06010523 -0.00723098 0.05567233 -0.68955584 -0.48602466 0.68226494 -0.73988510 -0.63128872 -0.68219129
wte|60|-0.19156047 0.18455302 -0.29433846 0.61948430 0.10253591 -0.21068590 -0.37897176 -0.82099590 0.12417246 0.74323542 0.73706011 -0.59274199 0.03753308 0.83413514 -0.08643536 0.02849792 -0.49394328 -0.41335565 0.37259705 0.88257139 0.50048052 0.39106730 0.36005187 0.20051902 -0.18854702 0.03286992 -0.53405645 -0.44896527 0.05027182 -0.72250204 -0.51279861 -1.12022877
wte|61|-0.40145176 0.29749077 -0.21467775 0.29195787 0.03249861 0.30815210 -0.00077090 -0.11376980 -0.13128041 0.16169342 0.65794319 0.02071224 -0.22324526 0.51813588 -0.67055011 -0.22446311 -0.64615839 -0.08719388 -0.61236748 1.01737240 0.22939418 0.58255584 0.29494810 -0.32655490 0.32746947 -0.22260428 0.50409797 -0.24761167 -0.31445125 0.19353104 -0.87248037 -0.79361676
wte|62|-0.19584465 -0.26616723 -0.07899858 0.50694590 -0.32617762 0.41594009 -0.31264427 -0.40154968 -0.65575881 0.71362708 0.45310060 0.00354864 0.29090609 0.40045517 -0.12538674 0.10036557 0.05923527 0.40648400 -0.30900850 0.65274502 0.73218782 1.23095355 0.22954475 -0.19735451 -0.69616485 -0.52521935 -0.09309504 -0.08578776 -0.12434029 -0.03678179 -0.44513565 -0.48480416
wte|63|-0.60247880 -0.14712745 -0.87622500 -0.07891262 -0.52723159 -0.26934384 -0.06470829 -0.07305857 -0.51365910 0.43178865 0.12951339 -0.35311127 0.23186378 0.56152555 -0.40511192 0.23963660 -0.53562455 -0.19839114 -0.47045358 0.49969679 0.35846466 0.48432441 -0.34650800 0.15625164 -0.52609994 0.12086255 0.58785940 -0.41970303 -0.51835741 0.35297506 -0.15034362 -0.42247965
wte|64|-0.07618549 0.88454069 0.09325182 0.23754983 -0.28296648 0.26651536 0.27066795 0.09372629 0.15999568 0.57047621 -0.15649691 -0.00919599 0.23933726 0.26693486 0.22984754 -0.03490450 -0.12198428 -0.60084001 -0.74285506 0.27261855 0.91635052 0.04937245 -0.29776317 0.68693860 -0.19822075 -0.15926087 0.11179668 0.02322034 0.20895739 0.32186823 -0.69109065 -0.09749998
